hora,distrito,direccion,latitude,longitude,avg_count
2:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,500.00
3:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,514.52
4:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,634.55
5:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,713.92
6:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,634.38
7:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,465.24
8:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,342.41
9:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,299.59
10:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,236.57
11:00:00 PM,Centro,"Calle Génova 12, 28004 Madrid",40.426.953,-3.694.488,163.80
12:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,227.74
1:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,153.01
2:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,106.35
3:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,76.55
4:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,72.89
5:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,128.41
6:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,207.60
7:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,290.16
8:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,372.76
9:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,476.77
10:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,565.96
11:00:00 AM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,654.75
12:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,740.73
1:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,704.74
2:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,677.73
3:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,666.96
4:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,738.47
5:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,859.84
6:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,897.73
7:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,900.71
8:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,828.96
9:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,706.78
10:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,587.45
11:00:00 PM,Centro,"Calle Hortaleza 18, 28004 Madrid",40.421.072,-3.700.490,353.42
12:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,119.33
1:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,53.10
2:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,46.60
3:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,55.52
4:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,51.14
5:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,84.38
6:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,138.96
7:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,231.59
8:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,123.03
9:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,285.29
10:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,407.60
11:00:00 AM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,496.03
12:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,506.31
1:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,554.18
2:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,463.53
3:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,534.06
4:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,569.29
5:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,666.09
6:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,619.13
7:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,567.81
8:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,398.35
9:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,286.01
10:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,179.54
11:00:00 PM,Centro,"Calle Huertas 29, 28014 Madrid",40.413.387,-3.697.740,165.02
12:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,232.51
1:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,154.25
2:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,102.53
3:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,114.26
4:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,140.96
5:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,158.30
6:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,221.07
7:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,273.40
8:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,422.72
9:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,698.82
10:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,958.69
11:00:00 AM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,"1,018.37"
12:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,"1,107.52"
1:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,"1,057.99"
2:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,"1,011.53"
3:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,926.32
4:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,928.85
5:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,845.64
6:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,867.09
7:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,844.93
8:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,859.35
9:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,791.84
10:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,620.23
11:00:00 PM,Centro,"Calle Mayor 13, 28013 Madrid",40.416.376,-3.706.029,427.88
12:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,244.34
1:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,114.73
2:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,68.46
3:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,45.98
4:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,54.49
5:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,91.82
6:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,239.47
7:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,455.43
8:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,603.79
9:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,551.11
10:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,585.87
11:00:00 AM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,910.08
12:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,934.15
1:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,981.49
2:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,"1,063.21"
3:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,"1,014.18"
4:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,958.14
5:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,"1,075.73"
6:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,"1,116.76"
7:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,"1,082.62"
8:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,829.58
9:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,636.14
10:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,540.84
11:00:00 PM,Moncloa - Aravaca,"Calle Princesa 1, 28008 Madrid",40.424.799,-3.712.095,379.44
12:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,229.16
1:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,160.37
2:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,118.37
3:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,67.04
4:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,54.47
5:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,56.47
6:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,87.16
7:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,144.09
8:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,206.10
9:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,275.91
10:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,323.68
11:00:00 AM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,333.87
12:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,356.94
1:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,385.63
2:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,372.58
3:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,385.98
4:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,430.91
5:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,512.51
6:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,544.55
7:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,569.53
8:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,548.10
9:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,493.21
10:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,427.51
11:00:00 PM,Centro,"Calle San Bernardo 36, 28015 Madrid",40.423.803,-3.707.379,315.91
12:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,46.93
1:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,29.22
2:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,25.00
3:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,23.91
4:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,52.39
5:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,126.58
6:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,274.25
7:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,399.45
8:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,721.80
9:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,110.20"
10:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,234.38"
11:00:00 AM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,083.77"
12:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,951.72
1:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,747.89
2:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,723.71
3:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,852.51
4:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,088.80"
5:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,181.99"
6:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,"1,070.77"
7:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,792.78
8:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,548.76
9:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,399.17
10:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,210.66
11:00:00 PM,Centro,"Calle Toledo 23, 28005 Madrid",40.412.891,-3.707.464,72.46
12:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,105.12
1:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,53.25
2:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,26.45
3:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,18.84
4:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,18.72
5:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,50.14
6:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,144.92
7:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,279.61
8:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,631.57
9:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,617.22
10:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,761.73
11:00:00 AM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,036.36"
12:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,088.93"
1:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,039.26"
2:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,877.98
3:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,777.82
4:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,999.94
5:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,044.95"
6:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,151.87"
7:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,"1,100.64"
8:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,806.14
9:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,479.40
10:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,275.47
11:00:00 PM,,"Dolores Barranco 56, 28026 Madrid",40.383.053,-3.707.891,165.82
12:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,2.58
1:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,1.45
2:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,1.15
3:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,1.10
4:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,1.84
5:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,2.35
6:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,9.62
7:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,27.73
8:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,37.28
9:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,47.95
10:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,55.97
11:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,67.87
12:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,70.55
1:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,55.78
2:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,35.71
3:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,19.33
4:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,18.98
5:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,29.75
6:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,41.29
7:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,40.77
8:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,24.53
9:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,13.23
10:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,8.57
11:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  48,40.494.945,-3.687.718,4.88
12:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,6.26
1:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,3.34
2:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,1.64
3:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,0.76
4:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,0.67
5:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,2.17
6:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,10.58
7:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,35.41
8:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,59.57
9:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,96.78
10:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,120.12
11:00:00 AM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,161.77
12:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,168.09
1:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,127.59
2:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,81.96
3:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,57.34
4:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,68.99
5:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,114.50
6:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,131.49
7:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,124.17
8:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,81.76
9:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,41.13
10:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,18.94
11:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,12.13
12:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,117.05
1:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,63.49
2:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,39.68
3:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,27.20
4:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,19.53
5:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,18.10
6:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,25.09
7:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,36.86
8:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,60.86
9:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,123.80
10:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,182.76
11:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,327.43
12:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,430.09
1:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,477.97
2:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,502.95
3:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,526.02
4:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,600.95
5:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,688.42
6:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,762.40
7:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,778.27
8:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,664.38
9:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,477.14
10:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,288.13
11:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,180.87
12:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"1,280.51"
1:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,638.14
2:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,344.50
3:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,256.05
4:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,215.41
5:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,214.32
6:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,283.93
7:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,363.54
8:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,736.54
9:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"1,473.95"
10:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"2,840.90"
11:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"4,495.24"
12:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,524.79"
1:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,800.38"
2:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,587.47"
