name,address,lat,lon,rating,reviewCount,website,openingHours,source_id,category,primaryType,fetchedAt,googleMapsUrl
Fitness Center Manuel Manchado,"C. de Madrid, 12, 28911 Leganés, Madrid, Spain",40.330241199999996,-3.7650375,4.6,67,,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 3:00 PM,ChIJG9VhmoqJQQ0Rc2dVeY1yIco,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJG9VhmoqJQQ0Rc2dVeY1yIco
Fit Gym Star,"Av. de Leganés, 2, 28921 Alcorcón, Madrid, Spain",40.3519554,-3.8261174,4.2,594,http://www.fit-star.es/,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,ChIJq9S2ScuOQQ0RyocgC9tJyrE,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJq9S2ScuOQQ0RyocgC9tJyrE
Fitness Park Alcorcón - X-Madrid,"X-Madrid, C. Oslo, 53, 28922 Madrid, Spain",40.3393047,-3.8477567,4.5,2767,https://www.fitnesspark.es/club/alcorcon-x-madrid/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Alcorcon-X-Madrid&utm_content=Yext,Monday: 6:00 AM – 1:00 AM; Tuesday: 6:00 AM – 1:00 AM; Wednesday: 6:00 AM – 1:00 AM; Thursday: 6:00 AM – 1:00 AM; Friday: 6:00 AM – 1:00 AM; Saturday: 6:00 AM – 1:00 AM; Sunday: 6:00 AM – 1:00 AM,ChIJj2S1XVmPQQ0R9G4QtiYJ77I,Gym,fitness_center,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJj2S1XVmPQQ0R9G4QtiYJ77I
Basic-Fit,"Av. Puerta del Sol, 2, 28914 Leganés, Madrid, Spain",40.3440221,-3.7598125999999996,4.3,2942,https://www.basic-fit.com/es-es/clubs/basic-fit-legan%C3%A9s-avd.-puerta-del-sol-a705d3a23ca74abc984eb07cea025063.html?utm_medium=yext&utm_source=gmb,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJ5aWaDoGKQQ0RcgMZrYGGQ0o,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ5aWaDoGKQQ0RcgMZrYGGQ0o
Coliseum Gym,"C. Petróleo, 18, 28925 Alcorcón, Madrid, Spain",40.3506498,-3.8009966000000004,4.5,376,http://coliseumgym.es/,Monday: 8:00 AM – 11:00 PM; Tuesday: 8:00 AM – 11:00 PM; Wednesday: 8:00 AM – 11:00 PM; Thursday: 8:00 AM – 11:00 PM; Friday: 8:00 AM – 11:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: 10:00 AM – 2:00 PM,ChIJ_V-LmEuJQQ0R-FuQRWYQFns,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ_V-LmEuJQQ0R-FuQRWYQFns
Gimnasio VivaGym Leganés centro,"C. del Aligustre, 5, 28912 Leganés, Madrid, Spain",40.328196,-3.762374,4.4,418,https://www.vivagym.com/es-es/gimnasios/madrid/leganes/leganes/?utm_campaign=250922_es_gmb_conversion_generic_leganes-centro&utm_medium=organic&utm_source=gmb,"Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:30 AM – 2:00 PM, 5:00 – 8:30 PM; Sunday: 8:30 AM – 2:00 PM, 5:00 – 8:30 PM",ChIJFxSFlGaLQQ0RPJoNQiu5-44,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJFxSFlGaLQQ0RPJoNQiu5-44
Skygym Alcorcón,"Av. las Retamas, 80, 28922 Alcorcón, Madrid, Spain",40.338086,-3.8261049999999996,4,428,https://skygym.es/,"Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 9:00 AM – 3:00 PM, 5:00 – 9:00 PM; Sunday: 9:00 AM – 3:00 PM",ChIJN6q-lrKOQQ0RNKLgLbUYHbc,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJN6q-lrKOQQ0RNKLgLbUYHbc
Legafitness,"C. el Charco, 13, 28911 Leganés, Madrid, Spain",40.3281446,-3.7682946999999998,4.1,357,http://www.legafitness.com/,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 9:00 AM – 3:00 PM,ChIJ3aYZvyCKQQ0RzWePvDJ9XTI,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ3aYZvyCKQQ0RzWePvDJ9XTI
FITNESS BOXING GYM,"C. Nuncio, 9, 28911 Leganés, Madrid, Spain",40.330241699999995,-3.767358,4.9,92,https://www.gimnasiofitnesboxing.es/es/,Monday: 9:30 AM – 10:30 PM; Tuesday: 9:30 AM – 10:30 PM; Wednesday: 9:30 AM – 10:30 PM; Thursday: 9:30 AM – 10:30 PM; Friday: 9:30 AM – 10:30 PM; Saturday: 11:00 AM – 2:30 PM; Sunday: Closed,ChIJZTmJh-CJQQ0R8m98CX4P3ZU,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJZTmJh-CJQQ0R8m98CX4P3ZU
Dreamfit gym Alcorcon,"C. Los Robles, 10, 28922 Alcorcón, Madrid, Spain",40.33005500000001,-3.842815,4.1,938,https://www.dreamfit.es/centros/alcorcon,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 3:00 PM,ChIJ-4YGD6GOQQ0RxGmy7lCmq-0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ-4YGD6GOQQ0RxGmy7lCmq-0
Inacua Los Cantos,"C. de los Cantos, 30, 28922 Alcorcón, Madrid, Spain",40.341062099999995,-3.8245851999999996,4,1228,https://www.inacua.com/loscantos/,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 9:00 AM – 8:55 PM; Sunday: 9:00 AM – 3:00 PM,ChIJheJQ0UyJQQ0Rqpr_cIFPkHY,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJheJQ0UyJQQ0Rqpr_cIFPkHY
Basic Fit,"C. de Mondragón, 28917 Leganés, Madrid, Spain",40.359285799999995,-3.7765716000000005,4.4,450,https://www.basic-fit.com/es-es/clubs/basic-fit-legan%C3%A9s-calle-de-mondrag%C3%B3n-51588d4f04be422a8b763e2f5bb7d29a.html?utm_medium=yext&utm_source=gmb,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJBd24IB2JQQ0RLtVl8rxpqHo,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJBd24IB2JQQ0RLtVl8rxpqHo
ARPO GYM,"C. Olímpico Aurelio García, 8, posterior, 28923 Alcorcón, Madrid, Spain",40.3418807,-3.8163563999999996,4.3,48,https://www.instagram.com/arpogym/,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: 10:00 AM – 2:00 PM,ChIJwwFWMg6JQQ0RS1yOMRDw9xk,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJwwFWMg6JQQ0RS1yOMRDw9xk
Story Gym,"Polígono Industrial II La Fuensanta, C. Urano, 6, 28936 Móstoles, Madrid, Spain",40.3132279,-3.8438499999999998,5,46,http://www.storygym.es/,"Monday: 10:10 AM – 12:30 PM, 5:00 – 9:30 PM; Tuesday: 10:10 AM – 12:30 PM, 5:00 – 9:30 PM; Wednesday: 10:10 AM – 12:30 PM, 5:00 – 9:30 PM; Thursday: 10:10 AM – 12:30 PM, 5:00 – 9:30 PM; Friday: 10:10 AM – 12:30 PM, 5:00 – 9:30 PM; Saturday: 10:10 AM – 12:30 PM; Sunday: Closed",ChIJh69ZW22NQQ0RzXmMjWz39Og,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJh69ZW22NQQ0RzXmMjWz39Og
Basic-Fit,"Av. Portugal, 23, 28921 Alcorcón, Madrid, Spain",40.348662399999995,-3.8326729,4.5,448,https://www.basic-fit.com/es-es/clubs/basic-fit-alcorc%C3%B3n-avenida-portugal-701a912a102f4cab9ab46f6015c21379.html?utm_medium=yext&utm_source=gmb,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJs-fr3OyPQQ0RRJBNbCLBt7U,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJs-fr3OyPQQ0RRJBNbCLBt7U
EMPIRE FITNESS CLUB,"C. del Trigo, 33, nave 6, 28914 Leganés, Madrid, Spain",40.327381599999995,-3.7837818999999997,5,15,https://empirefitnessclub.es/,"Monday: 10:00 AM – 3:30 PM, 5:30 – 9:30 PM; Tuesday: 10:00 AM – 3:30 PM, 5:30 – 9:30 PM; Wednesday: 10:00 AM – 3:30 PM, 5:30 – 9:30 PM; Thursday: 10:00 AM – 3:30 PM, 5:30 – 9:30 PM; Friday: 10:00 AM – 3:30 PM, 5:30 – 9:30 PM; Saturday: Closed; Sunday: Closed",ChIJXc15TACLQQ0RuDgQ0zv8HNk,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJXc15TACLQQ0RuDgQ0zv8HNk
Global Fitness Nutrition,"C. Iguazú, 3, 28922 Alcorcón, Madrid, Spain",40.3309707,-3.8399929999999998,4.4,29,,"Monday: 10:00 AM – 2:00 PM, 5:00 – 8:30 PM; Tuesday: 10:00 AM – 2:00 PM, 5:00 – 8:30 PM; Wednesday: 10:00 AM – 2:00 PM, 5:00 – 8:30 PM; Thursday: 10:00 AM – 2:00 PM, 5:00 – 8:30 PM; Friday: 10:00 AM – 2:00 PM, 5:00 – 8:30 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed",ChIJm2zHWW2PQQ0RJ_UoIUnkcUs,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJm2zHWW2PQQ0RJ_UoIUnkcUs
BASIC F19 LEGANES,"C. de los Monegros, Nº 6, BJ A POSTERIOR, 28915 Leganés, Madrid, Spain",40.335194699999995,-3.7549559,4.7,75,http://www.xfitness.es/,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 6:00 AM – 12:00 AM; Sunday: 6:00 AM – 12:00 AM,ChIJ0SkotvCJQQ0RrF0FCkgFXKA,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ0SkotvCJQQ0RrF0FCkgFXKA
Gimnasio VivaGym Fuenlabrada Loranca,"Av. de Pablo Iglesias, 25, 28942 Fuenlabrada, Madrid, Spain",40.302139,-3.832108,4.1,483,https://www.vivagym.com/es-es/gimnasios/madrid/fuenlabrada/loranca/?utm_campaign=250922_es_gmb_conversion_generic_fuenlabrada-loranca&utm_medium=organic&utm_source=gmb,"Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:30 AM – 2:00 PM, 5:00 – 8:30 PM; Sunday: 8:30 AM – 2:00 PM, 5:00 – 8:30 PM",ChIJP-qvkPeNQQ0RuBT0pTzslBo,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJP-qvkPeNQQ0RuBT0pTzslBo
Basic-Fit,"C. del Maestro, 4, 28914 Leganés, Madrid, Spain",40.325987999999995,-3.7585870000000003,4.2,652,https://www.basic-fit.com/es-es/clubs/basic-fit-legan%C3%A9s-la-cubierta-d710cc6786b6483a9136eab9dc124cd7.html?utm_medium=yext&utm_source=gmb,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJgd-gmwCLQQ0RNzelNzhHgb0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJgd-gmwCLQQ0RNzelNzhHgb0
EuroGym Alcorcón,"C. los Pintores, 7, 28923 Alcorcón, Madrid, Spain",40.33980220000001,-3.8084925,4.5,15,https://eurogympadel.com/,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJNQWv6VWJQQ0RjF1ocicy16g,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJNQWv6VWJQQ0RjF1ocicy16g
Aror Fitness Center,"C. de Santo Domingo, 22, 28917 La Fortuna, Madrid, Spain",40.358145199999996,-3.780277,4.5,35,,Monday: 9:00 AM – 10:30 PM; Tuesday: 9:00 AM – 10:30 PM; Wednesday: 9:00 AM – 10:30 PM; Thursday: 9:00 AM – 10:30 PM; Friday: 9:00 AM – 10:30 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: 9:00 AM – 12:30 PM,ChIJizUmT6aJQQ0Ra5slVNXz0b0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJizUmT6aJQQ0Ra5slVNXz0b0
Brooklyn Fitboxing Carabanchel,"Ctra. Barrio de la Fortuna, 6, Latina, 28054 Madrid, Spain",40.3717934,-3.7659656,4.7,187,https://bfclick.com/carabanchel-gmb,"Monday: 7:00 – 8:00 AM, 8:30 AM – 12:30 PM, 1:30 – 10:30 PM; Tuesday: 7:00 – 8:00 AM, 8:30 AM – 12:30 PM, 1:30 – 3:30 PM, 4:30 – 10:30 PM; Wednesday: 7:00 – 8:00 AM, 8:30 AM – 12:30 PM, 1:30 – 10:30 PM; Thursday: 7:00 – 8:00 AM, 8:30 AM – 12:30 PM, 1:30 – 3:30 PM, 4:30 – 10:30 PM; Friday: 7:00 – 8:00 AM, 8:30 AM – 12:30 PM, 1:30 – 9:30 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: 10:00 AM – 2:00 PM",ChIJj_S7wZ2JQQ0RjPFfgOduzgM,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJj_S7wZ2JQQ0RjPFfgOduzgM
Centro Deportivo Amorós,"C. de Joaquín Turina, 39, Carabanchel, 28044 Madrid, Spain",40.371743599999995,-3.7574325999999996,4.1,506,http://www.centrodeportivoamoros.es/,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 8:00 AM – 2:00 PM; Sunday: 8:00 AM – 2:00 PM,ChIJBTLPwjKIQQ0RS6lpqfW7H7o,Gym,fitness_center,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJBTLPwjKIQQ0RS6lpqfW7H7o
Sculpture,"C. Pedro de Mendoza, 6, 28912 Leganés, Madrid, Spain",40.3233299,-3.7651097000000004,4.9,146,,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 11:00 AM – 2:00 PM; Sunday: Closed,ChIJYRnVOCKKQQ0Rvuj0K9lHCHU,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJYRnVOCKKQQ0Rvuj0K9lHCHU
Basic-Fit,"Av. San Martín de Valdeiglesias, 20, 28922 Alcorcón, Madrid, Spain",40.358212099999996,-3.8332471999999997,4.5,344,https://www.basic-fit.com/es-es/clubs/basic-fit-alcorc%C3%B3n-cc-tres-aguas-5c1823b56dc74c8489d0ca6fcfb64867.html,Monday: 6:00 AM – 12:00 AM; Tuesday: 6:00 AM – 12:00 AM; Wednesday: 6:00 AM – 12:00 AM; Thursday: 6:00 AM – 12:00 AM; Friday: 6:00 AM – 12:00 AM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,ChIJ9_r7_CmPQQ0Rvw1eeQm4F8E,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ9_r7_CmPQQ0Rvw1eeQm4F8E
Polideportivo Olimpia,"Calle del Cobre, 12, 28914 Leganés, Madrid, Spain",40.3286896,-3.7733316,4,588,https://www.leganes.org/web/guest/w/instalacion-deportiva-olimpia,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 11:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,ChIJD3bR-SeKQQ0RyemhVbkd17E,Gym,sports_complex,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJD3bR-SeKQQ0RyemhVbkd17E
Brooklyn Fitboxing Leganés,"C. Anita Martínez, 16, 28918 Leganés, Madrid, Spain",40.3446983,-3.7742340999999997,4.9,316,https://bfclick.com/leganes-gmb,"Monday: 7:00 – 9:00 AM, 9:30 – 11:30 AM, 1:30 – 3:30 PM, 4:30 – 10:30 PM; Tuesday: 9:30 – 11:30 AM, 1:30 – 10:30 PM; Wednesday: 7:00 – 9:00 AM, 9:30 – 11:30 AM, 1:30 – 3:30 PM, 4:30 – 10:30 PM; Thursday: 9:30 – 11:30 AM, 1:30 – 10:30 PM; Friday: 8:00 – 9:00 AM, 9:30 – 11:30 AM, 2:30 – 8:30 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: 10:00 AM – 2:00 PM",ChIJ20d7LSiJQQ0RzDZ743u7Lq8,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ20d7LSiJQQ0RzDZ743u7Lq8
METABOLIC MADRID,"C. de Méjico, 30, 28918 Leganés, Madrid, Spain",40.3421735,-3.7691647,5,84,http://metabolicmadrid.es/,Monday: 7:30 AM – 10:00 PM; Tuesday: 7:30 AM – 10:00 PM; Wednesday: 7:30 AM – 10:00 PM; Thursday: 7:30 AM – 10:00 PM; Friday: 7:30 AM – 10:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,ChIJlQbXRW-JQQ0RD5w-R_GNYWY,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJlQbXRW-JQQ0RD5w-R_GNYWY
TheClubSport,"C. de Móstoles, 1, 28914 Leganés, Madrid, Spain",40.3163513,-3.7910573999999997,4.4,175,https://www.theclubsport.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14902853531286599662,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 11:00 PM; Sunday: 6:00 AM – 11:00 PM,ChIJG3Tj-cGLQQ0RX4-2HjuAvL0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJG3Tj-cGLQQ0RX4-2HjuAvL0
HEART AND FIT,"C. Parque Bujaruelo, 9, 28924 Alcorcón, Madrid, Spain",40.3476235,-3.8091329999999997,5,34,https://www.hfgym.es/,Monday: 9:00 AM – 9:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,ChIJ8-Pes0CJQQ0R5i7Jhx27DK0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ8-Pes0CJQQ0R5i7Jhx27DK0
STMove Leganés,"C. Galileo, 3, 28914 Leganés, Madrid, Spain",40.310337,-3.8059086000000004,4.9,369,http://www.stmovemadrid.com/,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: Closed; Sunday: Closed,ChIJLRvKBoKLQQ0RMyj5LQiuIL8,Gym,health,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJLRvKBoKLQQ0RMyj5LQiuIL8
Voodoo Fight Gym,"Calle Cmo de Polvoranca, 14, 28914 Leganés, Madrid, Spain",40.3263187,-3.7759568,4.8,102,https://www.facebook.com/voodoogym/,"Monday: 8:45 AM – 1:00 PM, 4:45 – 10:00 PM; Tuesday: 9:45 AM – 1:00 PM, 5:45 – 10:00 PM; Wednesday: 8:45 AM – 1:00 PM, 4:45 – 10:00 PM; Thursday: 9:45 AM – 1:00 PM, 5:45 – 10:00 PM; Friday: 8:45 AM – 12:00 PM, 4:45 – 9:00 PM; Saturday: Closed; Sunday: Closed",ChIJWY7I-SiKQQ0RLkI2JViRC3s,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJWY7I-SiKQQ0RLkI2JViRC3s
Owl Functional Fitness,"Calle Juan de la Cierva, 66, 28936 Móstoles, Madrid, Spain",40.321337299999996,-3.8463076000000003,4.8,116,https://owlbox.es/,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 10:00 AM – 12:30 PM; Sunday: Closed,ChIJq1y75NGNQQ0R3Iu3FePOmYs,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJq1y75NGNQQ0R3Iu3FePOmYs
CrossFit Carabanchel,"C. José Cabrera, 15, Carabanchel, 28044 Madrid, Spain",40.373842599999996,-3.7583013000000003,4.6,90,http://www.crossfitcarabanchel.com/,"Monday: 8:00 AM – 1:00 PM, 5:00 – 10:00 PM; Tuesday: 9:00 AM – 1:00 PM, 5:00 – 10:00 PM; Wednesday: 7:00 AM – 1:00 PM, 5:00 – 10:00 PM; Thursday: 9:30 AM – 1:00 PM, 5:00 – 10:00 PM; Friday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed",ChIJDavejTOIQQ0RCBawrHXg2JE,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJDavejTOIQQ0RCBawrHXg2JE
Gimnasio Habana Dream Sport,"C. de Oliva de Plasencia, 1, Latina, 28044 Madrid, Spain",40.3787476,-3.7796275,4.6,77,http://www.habanadreamssport.com/,Monday: 8:30 AM – 11:00 PM; Tuesday: 8:30 AM – 11:00 PM; Wednesday: 8:30 AM – 11:00 PM; Thursday: 8:30 AM – 11:00 PM; Friday: 8:30 AM – 11:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,ChIJVxm0N1eIQQ0RRbBBNJmCjB0,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJVxm0N1eIQQ0RRbBBNJmCjB0
Gimnasio al Aire Libre,"C. Los Robles, 28922 Alcorcón, Madrid, Spain",40.345100099999996,-3.8362344999999998,4.8,26,https://noticiasparamunicipios.com/municipios-madrid/alcorcon-los-cuatro-gimnasios-al-aire-libre-comienzan-a-llegar-a-los-parques/,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,ChIJ98w3TN2PQQ0RQHM8Kx1Owoo,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ98w3TN2PQQ0RQHM8Kx1Owoo
PARQUE STREET WORKOUT LA CHOPERA,"C. Adolfo Marsillach, 28918 Leganés, Madrid, Spain",40.339176300000005,-3.7559951999999996,4.6,16,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,ChIJm7BpMvCJQQ0ROIDiAB4BQjQ,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJm7BpMvCJQQ0ROIDiAB4BQjQ
Gimnasio Estoril,"C. Niza, 8, 28942 Móstoles, Madrid, Spain",40.3248445,-3.8485845,4.3,62,http://www.gimnasioestoril.com/,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 10:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 10:00 AM – 10:00 PM; Saturday: 10:00 AM – 3:00 PM; Sunday: Closed,ChIJ2aiaT4uNQQ0Rp2LweEttfIM,Gym,gym,2026-02-05T10:47:00.973Z,https://www.google.com/maps/place/?q=place_id:ChIJ2aiaT4uNQQ0Rp2LweEttfIM
