name,address,lat,lon,rating,reviewCount,website,openingHours,source_id,category,primaryType,fetchedAt,googleMapsUrl
Café Cibulka,"Cibulka 118, 150 00 Praha 5-Košíře, Czechia",50.066928499999996,14.3558661,4.6,198,https://cafecibulka.cz/,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 7:00 PM,ChIJw8baad2VC0cR1k62nzHlMLw,Regular Cafe,coffee_shop,2026-05-07T10:36:10.720Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJw8baad2VC0cR1k62nzHlMLw
Kavárna Motol,"V Úvalu 84, 150 00 Praha 5, Czechia",50.0726501,14.340483100000002,4.5,12,,Monday: 7:00 AM – 5:00 PM; Tuesday: 7:00 AM – 5:00 PM; Wednesday: 7:00 AM – 5:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 5:00 PM; Saturday: 12:00 – 6:00 PM; Sunday: 12:00 – 6:00 PM,ChIJxV52JwCVC0cRXSarZwgZaG0,Regular Cafe,coffee_shop,2026-05-07T10:36:10.720Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJxV52JwCVC0cRXSarZwgZaG0
Café Na Cestě,"Adamova 471/13, 162 00 Praha 6, Czechia",50.095045299999995,14.348302900000002,4.8,6,https://www.facebook.com/cafenaceste/,Monday: 8:00 AM – 3:45 PM; Tuesday: 8:00 AM – 3:45 PM; Wednesday: 8:00 AM – 3:45 PM; Thursday: 8:00 AM – 3:45 PM; Friday: 8:00 AM – 3:45 PM; Saturday: Closed; Sunday: Closed,ChIJb6gQsEGVC0cRJanDDPguhr0,Regular Cafe,coffee_shop,2026-05-07T10:36:10.720Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJb6gQsEGVC0cRJanDDPguhr0
KOLONIÁL,"Plzeňská 302/195, 150 00 Praha 5-Košíře, Czechia",50.0709127,14.368939699999997,4.5,38,,,ChIJvw09aACVC0cRJtzdRK1aPOM,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJvw09aACVC0cRJtzdRK1aPOM
Beseda Ořechovka,"Na Ořechovce 28/33a, 162 00 Praha 6-Střešovice, Czechia",50.0948995,14.3808492,4.6,94,,Monday: 10:00 AM – 8:30 PM; Tuesday: 10:00 AM – 8:30 PM; Wednesday: 10:00 AM – 8:30 PM; Thursday: 10:00 AM – 8:30 PM; Friday: 10:00 AM – 8:30 PM; Saturday: 10:00 AM – 8:30 PM; Sunday: 10:00 AM – 8:30 PM,ChIJRQLECACVC0cRpIIETznzZdY,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJRQLECACVC0cRpIIETznzZdY
Leni's bakery,"Armády 266/53, 155 00 Praha 13, Czechia",50.0502878,14.325781800000001,4.9,32,https://www.lenisbakery.cz/,,ChIJ4bd-0mOVC0cRFQq9B4NTbO8,Regular Cafe,pastry_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJ4bd-0mOVC0cRFQq9B4NTbO8
Fresh bistro,"Sluneční nám. 2588/15, 158 00 Praha 5, Czechia",50.0502043,14.343146599999999,5,2,,Monday: 7:00 AM – 2:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,ChIJT_jZYgCVC0cRMAUe5Dsh6Lk,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJT_jZYgCVC0cRMAUe5Dsh6Lk
MY coffee,"Benediktská 1060/3, Staré Město 110 00, 1 Praha 1, Czechia",50.0899345,14.426567,4.8,324,https://instagram.com/mycoffee_prague?igshid=MmIzYWVlNDQ5Yg==,Monday: 11:30 AM – 9:00 PM; Tuesday: 11:30 AM – 9:00 PM; Wednesday: 11:30 AM – 9:00 PM; Thursday: 11:30 AM – 9:00 PM; Friday: 11:30 AM – 9:00 PM; Saturday: 9:30 AM – 9:00 PM; Sunday: 11:30 AM – 9:00 PM,ChIJo1UqneeVC0cResOevKq6Fio,Regular Cafe,cafe,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJo1UqneeVC0cResOevKq6Fio
Espresso,"Rytířská 398, 110 00 Praha 1-Staré Město, Czechia",50.0856832,14.4236313,4.8,313,,Monday: 7:30 AM – 7:00 PM; Tuesday: 7:30 AM – 7:00 PM; Wednesday: 7:30 AM – 7:00 PM; Thursday: 7:30 AM – 7:00 PM; Friday: 7:30 AM – 7:00 PM; Saturday: 8:30 AM – 7:00 PM; Sunday: 8:30 AM – 7:00 PM,ChIJx2BDWeiVC0cR412Hd7W8xg8,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJx2BDWeiVC0cR412Hd7W8xg8
Boardgames cafe Meeples&Coffee,"Michalská 20, Staré Město, 110 00 Praha-Praha 1, Czechia",50.085912099999994,14.419988799999999,4.7,1206,https://www.meeples.cafe/,Monday: 9:00 AM – 1:00 AM; Tuesday: 9:00 AM – 1:00 AM; Wednesday: 9:00 AM – 1:00 AM; Thursday: 9:00 AM – 1:00 AM; Friday: 9:00 AM – 3:00 AM; Saturday: 9:00 AM – 3:00 AM; Sunday: 9:00 AM – 2:00 AM,ChIJ3dyZA7CVC0cRptfcTVh5AcM,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJ3dyZA7CVC0cRptfcTVh5AcM
